"","x","freq"
"1202","June",1
"1203","Jung",1
"1204","Jung Ho",1
"1205","Junichi",1
"1206","Junie",1
"1207","Juniel",1
"1208","Junior",11
"1209","Jurickson",1
"1210","Justin",38
"1211","Kaiser",1
"1212","Kal",2
"1213","Kaleb",1
"1214","Kam",1
"1215","Kameron",1
"1216","Kane",1
"1217","Kanekoa",1
"1218","Karim",1
"1219","Karl",12
"1220","Kason",1
"1221","Katsy",1
"1222","Kazuhiro",1
"1223","Kazuhisa",1
"1224","Kazuhito",1
"1225","Kazuo",2
"1226","Keefe",1
"1227","Kei",1
"1228","Keiichi",1
"1229","Keith",33
"1230","Kelby",1
"1231","Kelly",10
"1232","Kelvim",1
"1233","Kelvin",6
"1234","Kemp",1
"1235","Ken",94
"1236","Kendall",1
"1237","Kendry",1
"1238","Kendrys",1
"1239","Kenesaw",1
"1240","Kenji",1
"1241","Kenley",1
"1242","Kennie",1
"1243","Kenny",7
"1244","Kennys",1
"1245","Kenshin",1
"1246","Kensuke",1
"1247","Kent",8
"1248","Kenta",1
"1249","Keon",1
"1250","Keone",1
"1251","Kerby",1
"1252","Kermit",1
"1253","Kerry",7
"1254","Kerwin",1
"1255","Ketel",1
"1256","Kettle",1
"1257","Kevan",1
"1258","Kevin",100
"1259","Kewpie",1
"1260","Keyvius",1
"1261","Khalil",1
"1262","Khris",1
"1263","Kick",1
"1264","Kid",17
"1265","Kiddo",1
"1266","Kiki",1
"1267","Kiko",2
"1268","Kila",1
"1269","Kim",4
"1270","Kimera",1
"1271","King",6
"1272","Kip",4
"1273","Kirby",4
"1274","Kirk",7
"1275","Kirt",2
"1276","Kirtley",1
"1277","Kit",3
"1278","Kite",1
"1279","Kitty",2
"1280","Klondike",2
"1281","Koda",1
"1282","Kohly",1
"1283","Koji",1
"1284","Kole",1
"1285","Kolten",1
"1286","Konrad",1
"1287","Kory",2
"1288","Kosuke",1
"1289","Koyie",1
"1290","Kris",7
"1291","Kristopher",1
"1292","Kurt",11
"1293","Kyle",29
"1294","Kyuji",1
"1295","L. J.",1
"1296","La Schelle",1
"1297","LaMarr",1
"1298","LaRue",2
"1299","LaTroy",1
"1300","LaVel",1
"1301","Laddie",1
"1302","Lady",1
"1303","Lafayette",2
"1304","Lamar",1
"1305","Lance",19
"1306","Landon",1
"1307","Lane",1
"1308","Lariel",1
"1309","Larry",106
"1310","Lars",1
"1311","Larvell",1
"1312","Lary",1
"1313","Lastings",1
"1314","Laurie",1
"1315","Laurin",1
"1316","Lave",2
"1317","Law",1
"1318","Lawrence",1
"1319","Laynce",1
"1320","Layne",1
"1321","LeGrant",1
"1322","Ledell",1
"1323","Lee",49
"1324","Leech",1
"1325","Lefty",42
"1326","Lem",2
"1327","Lemmie",1
"1328","Len",21
"1329","Lena",2
"1330","Lendy",1
"1331","Lenn",1
"1332","Lennie",1
"1333","Lenny",8
"1334","Leo",30
"1335","Leon",15
"1336","Leonel",1
"1337","Leonidas",1
"1338","Leonys",1
"1339","Lep",1
"1340","Leron",1
"1341","Leroy",3
"1342","Lerrin",1
"1343","Lerton",1
"1344","Les",35
"1345","Leslie",1
"1346","Lester",2
"1347","Leury",1
"1348","Lev",1
"1349","Levale",1
"1350","Levi",1
"1351","Levin",1
"1352","Lew",25
"1353","Lewis",1
"1354","Leyson",1
"1355","Liam",1
"1356","Libe",1
"1357","Lil",1
"1358","Limb",1
"1359","Lin",1
"1360","Linc",1
"1361","Lindsay",2
"1362","Lindy",1
"1363","Link",1
"1364","Lino",2
"1365","Lip",1
"1366","Lisalverto",1
"1367","Liu",1
"1368","Livan",1
"1369","Live Oak",1
"1370","Liz",1
"1371","Lloyd",12
"1372","Logan",10
"1373","Lon",4
"1374","Lonnie",3
"1375","Lonny",1
"1376","Loren",2
"1377","Lorenzo",3
"1378","Lou",73
"1379","Louie",2
"1380","Louis",7
"1381","Lowell",1
"1382","Loy",1
"1383","Loyd",2
"1384","Lu",1
"1385","Lucas",6
"1386","Lucky",1
"1387","Luis",77
"1388","Luke",25
"1389","Lum",2
"1390","Lute",1
"1391","Luther",4
"1392","Lyle",5
"1393","Lyman",4
"1394","Lyn",1
"1395","Lynn",7
"1396","Mac",4
"1397","Macay",1
"1398","Mace",1
"1399","Mack",6
"1400","Mackey",1
"1401","Madison",2
"1402","Magglio",1
"1403","Mahlon",1
"1404","Maicer",1
"1405","Maikel",2
"1406","Mal",3
"1407","Malachi",1
"1408","Malcolm",1
"1409","Mallex",1
"1410","Mandy",2
"1411","Manny",23
"1412","Manuel",4
"1413","Marc",13
"1414","Marcel",1
"1415","Marcelino",2
"1416","Marcell",1
"1417","Marco",4
"1418","Marcos",3
"1419","Marcus",11
"1420","Mardie",1
"1421","Mariano",2
"1422","Marino",3
"1423","Mario",10
"1424","Marion",1
"1425","Marius",1
"1426","Mark",123
"1427","Marlan",1
"1428","Marlin",1
"1429","Marlon",2
"1430","Marquis",1
"1431","Marr",1
"1432","Marsh",1
"1433","Marshall",9
"1434","Mart",1
"1435","Martin",10
"1436","Marty",39
"1437","Marv",17
"1438","Marvell",1
"1439","Marvin",3
"1440","Marwin",1
"1441","Masahide",1
"1442","Masahiro",1
"1443","Masanori",1
"1444","Masao",1
"1445","Masato",1
"1446","Mase",1
"1447","Mason",2
"1448","Masumi",1
"1449","Mat",2
"1450","Matias",1
"1451","Matt",129
"1452","Matthew",5
"1453","Matty",3
"1454","Maurice",3
"1455","Mauricio",2
"1456","Mauro",3
"1457","Maury",5
"1458","Max",23
"1459","Mayckol",1
"1460","Mayo",1
"1461","Mays",1
"1462","McKay",1
"1463","Medric",1
"1464","Mel",26
"1465","Melido",1
"1466","Melky",2
"1467","Mellie",1
"1468","Melvin",7
"1469","Mem",1
"1470","Memo",1
"1471","Mendy",1
"1472","Merito",1
"1473","Merkin",1
"1474","Merl",1
"1475","Merle",1
"1476","Merlin",2
"1477","Merritt",1
"1478","Mert",1
"1479","Merv",3
"1480","Merwin",1
"1481","Miah",1
"1482","Micah",5
"1483","Michael",41
"1484","Micheal",1
"1485","Michel",1
"1486","Mick",1
"1487","Mickey",40
"1488","Midre",1
"1489","Migel",1
"1490","Miguel",23
"1491","Mike",437
"1492","Mikie",1
"1493","Miles",1
"1494","Miller",1
"1495","Milo",4
"1496","Milt",25
"1497","Milton",1
"1498","Minnie",3
"1499","Mitch",13
"1500","Mitchell",2
"1501","Mo",2
"1502","Moe",7
"1503","Moises",2
"1504","Molly",2
"1505","Monk",3
"1506","Monroe",1
"1507","Monte",7
"1508","Monty",7
"1509","Mookie",2
"1510","Moon",1
"1511","Moonlight",1
"1512","Moose",8
"1513","Mordecai",2
"1514","Morgan",4
"1515","Morrie",7
"1516","Morris",2
"1517","Mort",3
"1518","Mortimer",1
"1519","Mose",2
"1520","Mother",1
"1521","Mox",1
"1522","Moxie",4
"1523","Mudcat",1
"1524","Muddy",1
"1525","Mul",1
"1526","Mule",4
"1527","Munenori",1
"1528","Murphy",1
"1529","Murray",1
"1530","Murry",1
"1531","Mutt",2
"1532","Mutz",1
"1533","Mychal",1
"1534","Myles",1
"1535","Myril",1
"1536","Myrl",1
"1537","Myron",2
"1538","Mysterious",1
"1539","Nanny",1
"1540","Nap",5
"1541","Napoleon",1
"1542","Narciso",1
"1543","Nardi",1
"1544","Nat",3
"1545","Nate",21
"1546","Nathan",3
"1547","Neal",9
"1548","Nealy",1
"1549","Neb",1
"1550","Ned",12
"1551","Nefi",1
"1552","Neftali",2
"1553","Neifi",1
"1554","Neil",10
"1555","Neill",1
"1556","Nellie",3
"1557","Nels",1
"1558","Nelson",12
"1559","Nemo",2
"1560","Nerio",1
"1561","Nestor",2
"1562","Nevin",1
"1563","Newt",4
"1564","Nick",55
"1565","Nig",5
"1566","Nigel",1
"1567","Nikco",1
"1568","Niles",1
"1569","Nin",1
"1570","Nino",3
"1571","Nippy",1
"1572","Niuman",1
"1573","Noah",2
"1574","Noe",2
"1575","Nolan",3
"1576","Nolen",1
"1577","Nomar",2
"1578","Noodles",1
"1579","Nook",1
"1580","Norberto",1
"1581","Nori",1
"1582","Norihiro",1
"1583","Norm",20
"1584","Norman",2
"1585","Normie",1
"1586","Norris",1
"1587","Norwood",1
"1588","Nub",1
"1589","Nyjer",1
"1590","Nyls",1
"1591","Oad",1
"1592","Octavio",1
"1593","Odalis",1
"1594","Oddibe",1
"1595","Odell",2
"1596","Odie",2
"1597","Odrisamer",1
"1598","Odubel",1
"1599","Ody",1
"1600","Offa",1
"1601","Oil Can",1
"1602","Olaf",1
"1603","Old Hoss",1
"1604","Ole",1
"1605","Oliver",4
"1606","Ollie",16
"1607","Olmedo",1
"1608","Omar",8
"1609","Omir",1
"1610","Ona",1
"1611","Onan",1
"1612","Onelki",1
"1613","Onix",1
"1614","Oral",1
"1615","Orator",1
"1616","Orber",1
"1617","Orel",1
"1618","Oreste",1
"1619","Orestes",1
"1620","Orie",2
"1621","Oris",1
"1622","Orlando",17
"1623","Orlie",1
"1624","Orlin",1
"1625","Ormond",1
"1626","Orson",1
"1627","Orth",1
"1628","Orval",2
"1629","Orville",2
"1630","Oscar",32
"1631","Osiris",1
"1632","Ossee",1
"1633","Ossie",7
"1634","Osvaldo",2
"1635","Oswaldo",4
"1636","Otey",1
"1637","Otho",1
"1638","Otis",10
"1639","Otto",15
"1640","Overton",1
"1641","Ovid",1
"1642","Owen",5
"1643","Ownie",1
"1644","Ox",2
"1645","Oyster",1
"1646","Ozzie",8
"1647","P.",1
"1648","P. J.",2
"1649","Pablo",4
"1650","Packy",2
"1651","Paco",1
"1652","Paddy",9
"1653","Palmer",1
"1654","Pancho",1
"1655","Pants",1
"1656","Papa",1
"1657","Park",1
"1658","Parke",1
"1659","Parker",1
"1660","Parson",2
"1661","Pascual",2
"1662","Pasqual",1
"1663","Pat",114
"1664","Patrick",7
"1665","Patsy",7
"1666","Paul",120
"1667","Paulo",1
"1668","Paxton",1
"1669","Pea Ridge",1
"1670","Peaches",3
"1671","Peanuts",1
"1672","Pearce",1
"1673","Pedro",30
"1674","Pee Wee",1
"1675","Pee-Wee",1
"1676","Peek-A-Boo",1
"1677","Pelham",1
"1678","Pembroke",1
"1679","Pep",6
"1680","Pepe",2
"1681","Pepper",2
"1682","Perci",1
"1683","Percy",2
"1684","Perry",2
"1685","Pete",112
"1686","Peter",8
"1687","Petie",1
"1688","Phenomenal",1
"1689","Phil",66
"1690","Philip",3
"1691","Phillippe",1
"1692","Phonney",1
"1693","Pi",1
"1694","Pickles",1
"1695","Pid",1
"1696","Pidge",1
"1697","Pidgey",1
"1698","Pie",1
"1699","Piggy",1
"1700","Pinch",1
"1701","Ping",1
"1702","Pink",1
"1703","Pinky",8
"1704","Pip",1
"1705","Pit",1
"1706","Placido",1
"1707","Podge",1
"1708","Pokey",1
"1709","Pol",1
"1710","Polly",2
"1711","Pony",1
"1712","Pop",12
"1713","Pop-boy",1
"1714","Porfi",1
"1715","Porter",1
"1716","Possum",1
"1717","Preacher",1
"1718","Prentice",1
"1719","Press",1
"1720","Preston",7
"1721","Pretzel",1
"1722","Pretzels",1
"1723","Prince",2
"1724","Pryor",2
"1725","Puchy",1
"1726","Pud",1
"1727","Pug",3
"1728","Pumpsie",1
"1729","Punch",1
"1730","Purnal",1
"1731","Pussy",1
"1732","Putsy",1
"1733","Queenie",1
"1734","Quilvio",1
"1735","Quincy",1
"1736","Quinn",1
"1737","Quintin",1
"1738","Quinton",1
"1739","R C",1
"1740","R. A.",1
"1741","R. J.",3
"1742","Rabbit",5
"1743","Radhames",2
"1744","Rae",1
"1745","Rafael",29
"1746","Rags",1
"1747","Raimel",1
"1748","Raisel",1
"1749","Rajai",1
"1750","Raleigh",1
"1751","Ralph",52
"1752","Ramiro",2
"1753","Ramon",30
"1754","Rance",2
"1755","Randal",1
"1756","Randall",2
"1757","Randor",1
"1758","Randy",54
"1759","Rankin",2
"1760","Rasty",2
"1761","Raudel",1
"1762","Raul",9
"1763","Ravelo",1
"1764","Rawly",1
"1765","Ray",130
"1766","Raymond",1
"1767","Razor",2
"1768","Reb",1
"1769","Rebel",1
"1770","Red",96
"1771","Reddy",3
"1772","Redleg",1
"1773","Reed",1
"1774","Reese",1
"1775","Reeve",1
"1776","Reggie",19
"1777","Regis",1
"1778","Reid",4
"1779","Remy",1
"1780","Ren",3
"1781","Renato",1
"1782","Rene",8
"1783","Renie",1
"1784","Rennie",1
"1785","Reno",1
"1786","Renyel",1
"1787","Reuben",1
"1788","Rex",9
"1789","Rey",5
"1790","Reymond",1
"1791","Reynaldo",2
"1792","Rheal",1
"1793","Rhiner",1
"1794","Rhyne",1
"1795","Ri",1
"1796","Ribs",1
"1797","Ricardo",4
"1798","Riccardo",1
"1799","Rich",53
"1800","Richard",3
"1801","Richie",10
"1802","Rick",70
"1803","Rickey",4
"1804","Rickie",1
"1805","Ricky",17
"1806","Rico",6
"1807","Riggs",1
"1808","Rigo",1
"1809","Rikkert",1
"1810","Rimp",1
"1811","Rinaldo",1
"1812","Rinty",1
"1813","Rio",1
"1814","Rip",15
"1815","Ripper",1
"1816","Rit",1
"1817","Rivington",1
"1818","Rob",37
"1819","Robb",2
"1820","Robbie",7
"1821","Robby",3
"1822","Robert",22
"1823","Roberto",17
"1824","Robin",4
"1825","Robinson",4
"1826","Robinzon",1
"1827","Rocco",1
"1828","Rocky",10
"1829","Rod",20
"1830","Rodney",3
"1831","Rodrigo",2
"1832","Roe",1
"1833","Roenis",1
"1834","Rogelio",2
"1835","Roger",37
"1836","Rogers",1
"1837","Roland",4
"1838","Rolando",2
"1839","Rolla",2
"1840","Rollie",6
"1841","Rollin",1
"1842","Roman",4
"1843","Rome",1
"1844","Rommie",1
"1845","Romulo",1
"1846","Ron",81
"1847","Ronald",2
"1848","Rondell",1
"1849","Rondin",1
"1850","Ronn",1
"1851","Ronnie",1
"1852","Ronny",3
"1853","Rontrez",1
"1854","Rooney",1
"1855","Roosevelt",1
"1856","Roric",1
"1857","Rosario",1
"1858","Roscoe",2
"1859","Rosie",1
"1860","Rosman",1
"1861","Ross",14
"1862","Rosy",1
"1863","Rougned",1
"1864","Rowdy",1
"1865","Rowland",1
"1866","Roxey",1
"1867","Roxie",1
"1868","Roxy",2
"1869","Roy",83
"1870","Roy Lee",1
"1871","Royce",3
"1872","Royle",1
"1873","Rubby",1
"1874","Rube",30
"1875","Ruben",10
"1876","Ruddy",1
"1877","Rudy",24
"1878","Rufe",2
"1879","Rufino",1
"1880","Rufus",2
"1881","Rugger",1
"1882","Runelvys",1
"1883","Rupe",1
"1884","Rupert",1
"1885","Ruppert",1
"1886","Rusney",1
"1887","Russ",33
"1888","Russell",2
"1889","Rusty",14
"1890","Ryan",83
"1891","Rymer",1
"1892","Ryne",2
"1893","Rynie",1
"1894","Ryon",1
"1895","Ryota",1
"1896","Sad Sam",1
"1897","Sadie",2
"1898","Sailor",1
"1899","Sal",9
"1900","Salome",1
"1901","Salomon",1
"1902","Salty",1
"1903","Salvador",1
"1904","Sam",87
"1905","Sammy",15
"1906","Samuel",1
"1907","Sandy",18
"1908","Sang-Hoon",1
"1909","Santiago",5
"1910","Santo",1
"1911","Sap",1
"1912","Sarge",1
"1913","Satchel",1
"1914","Satoru",1
"1915","Saul",2
"1916","Scarborough",1
"1917","Scat",1
"1918","Schoolboy",1
"1919","Scipio",1
"1920","Scoops",1
"1921","Scooter",1
"1922","Scot",2
"1923","Scott",118
"1924","Scotti",1
"1925","Scottie",1
"1926","Scotty",3
"1927","Scrappy",2
"1928","Sean",30
"1929","Sendy",1
"1930","Sergio",7
"1931","Seth",9
"1932","Seung-hwan",1
"1933","Severino",1
"1934","Shad",2
"1935","Shadow",1
"1936","Shae",1
"1937","Shag",2
"1938","Shags",1
"1939","Shairon",1
"1940","Shane",19
"1941","Shannon",3
"1942","Shano",1
"1943","Shanty",1
"1944","Shaun",2
"1945","Shawn",21
"1946","Shawon",1
"1947","Shayne",1
"1948","She",1
"1949","Shea",1
"1950","Shelby",1
"1951","Sheldon",4
"1952","Shelley",1
"1953","Sheriff",1
"1954","Sherm",1
"1955","Sherman",4
"1956","Sherry",3
"1957","Shigetoshi",1
"1958","Shin-Soo",1
"1959","Shingo",1
"1960","Shoeless Joe",1
"1961","Shooty",1
"1962","Shorty",5
"1963","Shovel",1
"1964","Showboat",1
"1965","Si",2
"1966","Sibby",1
"1967","Sid",13
"1968","Sidney",1
"1969","Sig",3
"1970","Sil",1
"1971","Silver",2
"1972","Silvino",1
"1973","Silvio",1
"1974","Sim",1
"1975","Simmy",1
"1976","Simon",3
"1977","Sixto",1
"1978","Skeeter",6
"1979","Skel",1
"1980","Ski",1
"1981","Skinny",3
"1982","Skip",7
"1983","Skipper",2
"1984","Skippy",1
"1985","Skyrocket",1
"1986","Slade",1
"1987","Slats",1
"1988","Sled",1
"1989","Sleeper",1
"1990","Slick",2
"1991","Slicker",1
"1992","Slim",7
"1993","Sloppy",1
"1994","Slow Joe",1
"1995","Smead",1
"1996","Smokey Joe",1
"1997","Smoky",1
"1998","Smoky Joe",1
"1999","Snake",3
"2000","Snapper",1
"2001","Snipe",2
"2002","Snooks",1
"2003","Snuffy",1
"2004","So",1
"2005","Socks",2
"2006","Socrates",1
"2007","Sol",2
"2008","Solly",4
"2009","Sonny",7
"2010","Soup",1
"2011","Spades",1
"2012","Sparky",3
"2013","Sparrow",2
"2014","Spec",2
"2015","Specs",1
"2016","Speed",3
"2017","Spence",1
"2018","Spencer",5
"2019","Spider",3
"2020","Spike",4
"2021","Spoke",1
"2022","Spook",1
"2023","Sport",1
"2024","Spud",3
"2025","Squanto",1
"2026","Squire",1
"2027","Squiz",1
"2028","Stacy",1
"2029","Stan",41
"2030","Starlin",1
"2031","Starling",1
"2032","Steamboat",2
"2033","Steamer",1
"2034","Stefan",1
"2035","Stefen",1
"2036","Stephen",9
"2037","Sterling",2
"2038","Steve",196
"2039","Steven",13
"2040","Stew",4
"2041","Stolmy",1
"2042","Stoney",1
"2043","Storm",1
"2044","Stover",1
"2045","Strick",1
"2046","Stu",9
"2047","Stub",2
"2048","Stubby",3
"2049","Studs",1
"2050","Stuffy",2
"2051","Stump",3
"2052","Suds",1
"2053","Sugar",1
"2054","Sugar Ray",1
"2055","Sumner",1
"2056","Sumpter",1
"2057","Sun",1
"2058","Sun-Woo",1
"2059","Suter",1
"2060","Swat",1
"2061","Swede",3
"2062","Sweetbread",1
"2063","Sy",3
"2064","Syd",3
"2065","Syl",2
"2066","T. J.",7
"2067","T. R.",1
"2068","Tack",1
"2069","Tacks",2
"2070","Tad",1
"2071","Tadahito",1
"2072","Taffy",1
"2073","Taijuan",1
"2074","Takahito",1
"2075","Takashi",2
"2076","Talmadge",1
"2077","Tanner",2
"2078","Tanyon",1
"2079","Tarrik",1
"2080","Tavo",1
"2081","Taylor",15
"2082","Tayron",1
"2083","Ted",53
"2084","Teddy",2
"2085","Teoscar",1
"2086","Terrance",1
"2087","Terrell",2
"2088","Terrence",1
"2089","Terrmel",1
"2090","Terry",49
"2091","Tex",17
"2092","Thad",3
"2093","The Only",1
"2094","Theodore",1
"2095","Thomas",13
"2096","Thornton",2
"2097","Thorny",1
"2098","Thurman",2
"2099","Tige",1
"2100","Tike",1
"2101","Tillie",2
"2102","Tilson",1
"2103","Tim",95
"2104","Timo",1
"2105","Timothy",1
"2106","Tink",2
"2107","Tino",1
"2108","Tinsley",1
"2109","Tiny",4
"2110","Tip",2
"2111","Tippy",1
"2112","Tito",4
"2113","Toad",1
"2114","Tobi",1
"2115","Toby",6
"2116","Tod",4
"2117","Todd",34
"2118","Togie",1
"2119","Tom",280
"2120","Tomas",3
"2121","Tommie",4
"2122","Tommy",78
"2123","Tomo",1
"2124","Tony",106
"2125","Tookie",1
"2126","Toots",2
"2127","Topper",1
"2128","Topsy",1
"2129","Torey",1
"2130","Torii",1
"2131","Toru",1
"2132","Tot",1
"2133","Trace",1
"2134","Tracy",4
"2135","Trader",1
"2136","Travis",27
"2137","Trayce",1
"2138","Trayvon",1
"2139","Trea",1
"2140","Trench",1
"2141","Trent",3
"2142","Trever",1
"2143","Trevor",14
"2144","Trey",6
"2145","Trick",1
"2146","Tricky",1
"2147","Tripp",2
"2148","Tris",1
"2149","Trot",1
"2150","Troy",12
"2151","Truck",2
"2152","Trystan",1
"2153","Tsuyoshi",3
"2154","Tub",1
"2155","Tubby",1
"2156","Tuck",2
"2157","Tucker",2
"2158","Tuffy",3
"2159","Tug",5
"2160","Tully",1
"2161","Tun",1
"2162","Turk",3
"2163","Turkey",3
"2164","Turner",2
"2165","Twink",1
"2166","Ty",13
"2167","Tyler",36
"2168","Tyrell",2
"2169","Tyson",2
"2170","U. L.",1
"2171","Ubaldo",2
"2172","Uel",1
"2173","Ugueth",1
"2174","Uke",1
"2175","Urban",1
"2176","Urbane",1
"2177","Urbano",1
"2178","Vada",1
"2179","Val",5
"2180","Valerio",1
"2181","Vallie",1
"2182","Valmy",1
"2183","Van",4
"2184","Vance",8
"2185","Varney",1
"2186","Vaughn",1
"2187","Vean",1
"2188","Vedie",1
"2189","Verdo",1
"2190","Verle",1
"2191","Vern",19
"2192","Verne",1
"2193","Vernon",1
"2194","Vic",23
"2195","Vicente",5
"2196","Victor",12
"2197","Vida",1
"2198","Vidal",1
"2199","Vin",2
"2200","Vince",15
"2201","Vincent",1
"2202","Vinegar Bend",1
"2203","Vinnie",3
"2204","Vinny",2
"2205","Virgil",6
"2206","Vito",2
"2207","Vive",1
"2208","Vladimir",2
"2209","Von",3
"2210","Waddy",1
"2211","Wade",9
"2212","Waite",1
"2213","Waldis",1
"2214","Walker",2
"2215","Wallace",1
"2216","Wally",39
"2217","Walt",50
"2218","Walter",35
"2219","Walton",1
"2220","Wandy",2
"2221","War",1
"2222","Ward",1
"2223","Warner",1
"2224","Warren",15
"2225","Warwick",1
"2226","Wascar",1
"2227","Wash",1
"2228","Washington",1
"2229","Watch",1
"2230","Wattie",1
"2231","Watty",2
"2232","Wayland",1
"2233","Wayne",28
"2234","Webb",1
"2235","Webbo",1
"2236","Webster",1
"2237","Wedo",1
"2238","Wei-Chung",1
"2239","Wei-Yin",1
"2240","Welcome",1
"2241","Welday",1
"2242","Weldon",3
"2243","Welington",1
"2244","Wendell",1
"2245","Wenty",1
"2246","Wes",19
"2247","Wese",1
"2248","Wesley",1
"2249","Whammy",1
"2250","Wheezer",1
"2251","Whit",2
"2252","Whitey",18
"2253","Wib",1
"2254","Wickey",1
"2255","Wid",2
"2256","Wiki",1
"2257","Wil",5
"2258","Wilbert",1
"2259","Wilbur",6
"2260","Wilcy",1
"2261","Wild Bill",2
"2262","Wiley",4
"2263","Wilfredo",4
"2264","Wilin",1
"2265","Wilkin",3
"2266","Wilking",1
"2267","Will",20
"2268","Willard",7
"2269","William",31
"2270","Williams",1
"2271","Willie",51
"2272","Willis",4
"2273","Willson",1
"2274","Willy",5
"2275","Wilmer",3
"2276","Wilson",7
"2277","Wilton",3
"2278","Wily",1
"2279","Wily Mo",1
"2280","Wimpy",1
"2281","Win",6
"2282","Windy",1
"2283","Wingo",1
"2284","Winston",2
"2285","Wish",1
"2286","Wladimir",1
"2287","Woodie",2
"2288","Woody",13
"2289","Wyatt",1
"2290","Wyman",1
"2291","Wynn",1
"2292","Xander",1
"2293","Xavier",7
"2294","Yadiel",1
"2295","Yadier",1
"2296","Yale",1
"2297","Yam",1
"2298","Yamaico",1
"2299","Yamid",1
"2300","Yamil",1
"2301","Yan",1
"2302","Yangervis",1
"2303","Yank",2
"2304","Yasiel",1
"2305","Yasmani",1
"2306","Yasmany",1
"2307","Yasuhiko",1
"2308","Yats",1
"2309","Yefri",1
"2310","Yhency",1
"2311","Yhonathan",1
"2312","Yimi",1
"2313","Yip",1
"2314","Yo-Yo",1
"2315","Yoan",1
"2316","Yoel",1
"2317","Yoenis",1
"2318","Yoervis",1
"2319","Yogi",1
"2320","Yohan",2
"2321","Yohander",1
"2322","Yohanny",1
"2323","Yonder",1
"2324","Yordano",1
"2325","Yorkis",1
"2326","Yorman",2
"2327","Yorvit",1
"2328","Yoshinori",1
"2329","Yoslan",1
"2330","Youngy",1
"2331","Yovani",1
"2332","Yovanny",1
"2333","Yu",1
"2334","Yulieski",1
"2335","Yunel",1
"2336","Yunesky",1
"2337","Yuniesky",1
"2338","Yurendell",1
"2339","Yusmeiro",1
"2340","Z. H.",1
"2341","Zac",2
"2342","Zach",23
"2343","Zack",6
"2344","Zak",1
"2345","Zane",1
"2346","Zaza",1
"2347","Zeb",2
"2348","Zeke",5
"2349","Zelous",1
"2350","Ziggy",1
"2351","Zinn",1
"2352","Zip",2
"2353","Zoilo",2
